"","id_site","module_presentation","activity_type","week_from","week_to"
"1264",768351,"BBB+2014B","homepage",NA,NA
"1265",768547,"BBB+2014B","resource",NA,NA
"1266",768415,"BBB+2014B","subpage",24,24
"1267",768583,"BBB+2014B","resource",NA,NA
"1268",768449,"BBB+2014B","resource",NA,NA
"1269",768616,"BBB+2014B","resource",NA,NA
"1270",768622,"BBB+2014B","resource",NA,NA
"1271",768482,"BBB+2014B","resource",NA,NA
"1272",768654,"BBB+2014B","resource",NA,NA
"1273",768511,"BBB+2014B","resource",3,3
"1274",768787,"BBB+2014B","url",25,25
"1275",768346,"BBB+2014B","forumng",NA,NA
"1276",768544,"BBB+2014B","resource",NA,NA
"1277",768412,"BBB+2014B","subpage",20,20
"1278",768580,"BBB+2014B","resource",NA,NA
"1279",768446,"BBB+2014B","resource",NA,NA
"1280",768613,"BBB+2014B","resource",NA,NA
"1281",768619,"BBB+2014B","resource",20,20
"1282",768479,"BBB+2014B","resource",4,4
"1283",768651,"BBB+2014B","resource",NA,NA
"1284",768783,"BBB+2014B","url",NA,NA
"1285",768343,"BBB+2014B","forumng",NA,NA
"1286",768541,"BBB+2014B","resource",NA,NA
"1287",768409,"BBB+2014B","subpage",17,17
"1288",768575,"BBB+2014B","resource",19,19
"1289",768443,"BBB+2014B","resource",NA,NA
"1290",768610,"BBB+2014B","resource",NA,NA
"1291",768476,"BBB+2014B","resource",3,3
"1292",768648,"BBB+2014B","resource",NA,NA
"1293",768508,"BBB+2014B","resource",NA,NA
"1294",768778,"BBB+2014B","url",14,14
"1295",768339,"BBB+2014B","forumng",NA,NA
"1296",768538,"BBB+2014B","resource",NA,NA
"1297",768406,"BBB+2014B","subpage",13,13
"1298",768572,"BBB+2014B","resource",15,15
"1299",768440,"BBB+2014B","resource",NA,NA
"1300",768607,"BBB+2014B","resource",18,18
"1301",768473,"BBB+2014B","resource",1,1
"1302",768645,"BBB+2014B","resource",NA,NA
"1303",768505,"BBB+2014B","resource",NA,NA
"1304",768775,"BBB+2014B","url",22,22
"1305",768336,"BBB+2014B","forumng",NA,NA
"1306",768535,"BBB+2014B","resource",13,13
"1307",768403,"BBB+2014B","subpage",9,9
"1308",768569,"BBB+2014B","resource",NA,NA
"1309",768437,"BBB+2014B","resource",NA,NA
"1310",768604,"BBB+2014B","resource",NA,NA
"1311",768469,"BBB+2014B","resource",NA,NA
"1312",768642,"BBB+2014B","resource",NA,NA
"1313",768502,"BBB+2014B","resource",NA,NA
"1314",768772,"BBB+2014B","url",23,23
"1315",768333,"BBB+2014B","forumng",NA,NA
"1316",768532,"BBB+2014B","resource",NA,NA
"1317",768400,"BBB+2014B","subpage",5,5
"1318",768566,"BBB+2014B","resource",NA,NA
"1319",768434,"BBB+2014B","resource",NA,NA
"1320",768600,"BBB+2014B","resource",NA,NA
"1321",768466,"BBB+2014B","resource",NA,NA
"1322",768639,"BBB+2014B","resource",NA,NA
"1323",768499,"BBB+2014B","resource",3,3
"1324",768330,"BBB+2014B","glossary",NA,NA
"1325",768529,"BBB+2014B","resource",27,27
"1326",768397,"BBB+2014B","subpage",1,1
"1327",768562,"BBB+2014B","resource",NA,NA
"1328",768431,"BBB+2014B","subpage",28,28
"1329",768597,"BBB+2014B","resource",7,7
"1330",768463,"BBB+2014B","resource",NA,NA
"1331",768636,"BBB+2014B","resource",NA,NA
"1332",768496,"BBB+2014B","resource",NA,NA
"1333",768668,"BBB+2014B","resource",13,13
"1334",768526,"BBB+2014B","resource",NA,NA
"1335",768394,"BBB+2014B","subpage",NA,NA
"1336",768559,"BBB+2014B","resource",14,14
"1337",768428,"BBB+2014B","subpage",NA,NA
"1338",768594,"BBB+2014B","resource",NA,NA
"1339",768460,"BBB+2014B","resource",NA,NA
"1340",768633,"BBB+2014B","resource",NA,NA
"1341",768493,"BBB+2014B","resource",NA,NA
"1342",768665,"BBB+2014B","resource",NA,NA
"1343",768523,"BBB+2014B","resource",NA,NA
"1344",768383,"BBB+2014B","oucontent",1,1
"1345",768555,"BBB+2014B","resource",NA,NA
"1346",768424,"BBB+2014B","subpage",NA,NA
"1347",768591,"BBB+2014B","resource",NA,NA
"1348",768457,"BBB+2014B","resource",NA,NA
"1349",768630,"BBB+2014B","resource",23,23
"1350",768490,"BBB+2014B","resource",NA,NA
"1351",768662,"BBB+2014B","resource",13,13
"1352",768519,"BBB+2014B","resource",13,13
"1353",768380,"BBB+2014B","quiz",NA,NA
"1354",768552,"BBB+2014B","resource",NA,NA
"1355",768420,"BBB+2014B","subpage",NA,NA
"1356",768588,"BBB+2014B","resource",NA,NA
"1357",768454,"BBB+2014B","resource",NA,NA
"1358",768627,"BBB+2014B","resource",NA,NA
"1359",768487,"BBB+2014B","resource",NA,NA
"1360",768659,"BBB+2014B","resource",10,10
"1361",913621,"BBB+2014J","resource",NA,NA
"1362",913661,"BBB+2014J","resource",4,4
"1363",913696,"BBB+2014J","subpage",NA,NA
"1364",913489,"BBB+2014J","oucontent",NA,NA
"1365",937843,"BBB+2014J","resource",NA,NA
"1366",913523,"BBB+2014J","oucontent",NA,NA
"1367",913618,"BBB+2014J","resource",NA,NA
"1368",913652,"BBB+2014J","resource",NA,NA
"1369",913693,"BBB+2014J","subpage",NA,NA
"1370",913486,"BBB+2014J","oucontent",9,9
"1371",937840,"BBB+2014J","resource",NA,NA
"1372",913520,"BBB+2014J","oucontent",6,6
"1373",913615,"BBB+2014J","resource",NA,NA
"1374",913649,"BBB+2014J","resource",NA,NA
"1375",913690,"BBB+2014J","subpage",NA,NA
"1376",913483,"BBB+2014J","oucontent",9,9
"1377",937837,"BBB+2014J","resource",NA,NA
"1378",913517,"BBB+2014J","oucontent",NA,NA
"1379",913612,"BBB+2014J","resource",NA,NA
"1380",913646,"BBB+2014J","resource",NA,NA
"1381",913686,"BBB+2014J","resource",NA,NA
"1382",913479,"BBB+2014J","oucontent",4,4
"1383",937834,"BBB+2014J","resource",NA,NA
"1384",913514,"BBB+2014J","oucontent",NA,NA
"1385",913609,"BBB+2014J","resource",NA,NA
"1386",913643,"BBB+2014J","resource",NA,NA
"1387",913683,"BBB+2014J","resource",NA,NA
"1388",913476,"BBB+2014J","oucontent",2,2
"1389",937831,"BBB+2014J","resource",NA,NA
"1390",913511,"BBB+2014J","oucontent",5,5
"1391",992243,"BBB+2014J","resource",NA,NA
"1392",913606,"BBB+2014J","resource",NA,NA
"1393",913640,"BBB+2014J","resource",NA,NA
"1394",913680,"BBB+2014J","resource",NA,NA
"1395",913473,"BBB+2014J","homepage",NA,NA
"1396",926339,"BBB+2014J","oucollaborate",NA,NA
"1397",913508,"BBB+2014J","oucontent",NA,NA
"1398",989840,"BBB+2014J","oucontent",NA,NA
"1399",913603,"BBB+2014J","resource",NA,NA
"1400",913635,"BBB+2014J","resource",NA,NA
"1401",913677,"BBB+2014J","resource",NA,NA
"1402",913465,"BBB+2014J","glossary",NA,NA
"1403",926336,"BBB+2014J","resource",NA,NA
"1404",913505,"BBB+2014J","oucontent",NA,NA
"1405",985230,"BBB+2014J","oucontent",NA,NA
"1406",913537,"BBB+2014J","oucontent",4,4
"1407",913632,"BBB+2014J","resource",NA,NA
"1408",913674,"BBB+2014J","resource",NA,NA
"1409",926333,"BBB+2014J","quiz",7,7
"1410",913502,"BBB+2014J","oucontent",NA,NA
"1411",957623,"BBB+2014J","oucontent",NA,NA
"1412",913629,"BBB+2014J","resource",NA,NA
"1413",913670,"BBB+2014J","resource",NA,NA
"1414",926330,"BBB+2014J","oucontent",NA,NA
"1415",913499,"BBB+2014J","oucontent",NA,NA
"1416",951621,"BBB+2014J","resource",NA,NA
"1417",913533,"BBB+2014J","oucontent",6,6
"1418",913626,"BBB+2014J","resource",NA,NA
"1419",913667,"BBB+2014J","resource",NA,NA
"1420",926327,"BBB+2014J","oucontent",NA,NA
"1421",913495,"BBB+2014J","oucontent",NA,NA
"1422",946589,"BBB+2014J","resource",NA,NA
"1423",949691,"BBB+2014J","url",NA,NA
"1424",913528,"BBB+2014J","oucontent",2,2
"1425",913623,"BBB+2014J","resource",NA,NA
"1426",913664,"BBB+2014J","resource",5,5
"1427",913736,"BBB+2014J","oucollaborate",NA,NA
"1428",913491,"BBB+2014J","oucontent",NA,NA
"1429",942393,"BBB+2014J","quiz",NA,NA
"1430",949688,"BBB+2014J","url",NA,NA
"1431",913525,"BBB+2014J","oucontent",4,4
"1432",913620,"BBB+2014J","resource",NA,NA
"1433",913658,"BBB+2014J","resource",NA,NA
"1434",913695,"BBB+2014J","subpage",NA,NA
"1435",913488,"BBB+2014J","oucontent",NA,NA
"1436",937842,"BBB+2014J","resource",NA,NA
"1437",913522,"BBB+2014J","oucontent",NA,NA
"1438",913617,"BBB+2014J","resource",NA,NA
"1439",913651,"BBB+2014J","resource",NA,NA
"1440",913692,"BBB+2014J","subpage",NA,NA
"1441",913485,"BBB+2014J","oucontent",9,9
"1442",937839,"BBB+2014J","resource",NA,NA
"1443",913519,"BBB+2014J","oucontent",6,6
"1444",913614,"BBB+2014J","resource",NA,NA
"1445",913648,"BBB+2014J","resource",NA,NA
"1446",913689,"BBB+2014J","subpage",NA,NA
"1447",913482,"BBB+2014J","oucontent",9,9
"1448",937836,"BBB+2014J","resource",NA,NA
"1449",913516,"BBB+2014J","oucontent",NA,NA
"1450",913611,"BBB+2014J","resource",NA,NA
"1451",913645,"BBB+2014J","resource",NA,NA
"1452",913685,"BBB+2014J","resource",NA,NA
"1453",913478,"BBB+2014J","oucontent",2,2
"1454",937833,"BBB+2014J","resource",NA,NA
"1455",913513,"BBB+2014J","oucontent",NA,NA
"1456",913608,"BBB+2014J","resource",NA,NA
"1457",913642,"BBB+2014J","resource",NA,NA
"1458",913682,"BBB+2014J","resource",NA,NA
"1459",913475,"BBB+2014J","oucontent",2,2
"1460",937830,"BBB+2014J","oucontent",NA,NA
"1461",913510,"BBB+2014J","oucontent",NA,NA
"1462",989842,"BBB+2014J","questionnaire",NA,NA
"1463",913605,"BBB+2014J","resource",NA,NA
"1464",913639,"BBB+2014J","resource",NA,NA
"1465",913679,"BBB+2014J","resource",NA,NA
"1466",913468,"BBB+2014J","forumng",NA,NA
"1467",926338,"BBB+2014J","resource",NA,NA
"1468",913507,"BBB+2014J","oucontent",NA,NA
"1469",989327,"BBB+2014J","questionnaire",NA,NA
"1470",913602,"BBB+2014J","resource",NA,NA
"1471",913634,"BBB+2014J","resource",NA,NA
"1472",913676,"BBB+2014J","resource",9,9
"1473",913464,"BBB+2014J","glossary",NA,NA
"1474",926335,"BBB+2014J","resource",NA,NA
"1475",913504,"BBB+2014J","oucontent",5,5
"1476",957625,"BBB+2014J","resource",NA,NA
"1477",913631,"BBB+2014J","resource",NA,NA
"1478",913673,"BBB+2014J","resource",NA,NA
"1479",926332,"BBB+2014J","oucontent",NA,NA
"1480",913501,"BBB+2014J","oucontent",NA,NA
"1481",951623,"BBB+2014J","resource",NA,NA
"1482",913535,"BBB+2014J","oucontent",1,1
"1483",913628,"BBB+2014J","resource",NA,NA
"1484",913669,"BBB+2014J","resource",2,2
"1485",926329,"BBB+2014J","oucontent",NA,NA
"1486",913497,"BBB+2014J","oucontent",NA,NA
"1487",949687,"BBB+2014J","url",NA,NA
"1488",951620,"BBB+2014J","resource",NA,NA
"1489",913532,"BBB+2014J","oucontent",9,9
"1490",913625,"BBB+2014J","resource",NA,NA
"1491",913666,"BBB+2014J","resource",6,6
"1492",926325,"BBB+2014J","forumng",NA,NA
"1493",913494,"BBB+2014J","oucontent",NA,NA
"1494",946588,"BBB+2014J","resource",NA,NA
"1495",949690,"BBB+2014J","url",NA,NA
"1496",913527,"BBB+2014J","oucontent",NA,NA
"1497",913622,"BBB+2014J","resource",NA,NA
"1498",913663,"BBB+2014J","resource",NA,NA
"1499",913734,"BBB+2014J","oucollaborate",NA,NA
"1500",913490,"BBB+2014J","oucontent",NA,NA
"1501",937844,"BBB+2014J","resource",NA,NA
"1502",913524,"BBB+2014J","oucontent",5,5
"1503",913619,"BBB+2014J","resource",NA,NA
"1504",913657,"BBB+2014J","resource",2,2
"1505",913694,"BBB+2014J","subpage",NA,NA
"1506",913487,"BBB+2014J","oucontent",NA,NA
"1507",937841,"BBB+2014J","resource",NA,NA
"1508",913521,"BBB+2014J","oucontent",5,5
"1509",913616,"BBB+2014J","resource",4,4
"1510",913650,"BBB+2014J","resource",NA,NA
"1511",913691,"BBB+2014J","subpage",NA,NA
"1512",913484,"BBB+2014J","oucontent",NA,NA
"1513",937838,"BBB+2014J","resource",NA,NA
"1514",913518,"BBB+2014J","oucontent",NA,NA
"1515",913613,"BBB+2014J","resource",NA,NA
"1516",913647,"BBB+2014J","resource",NA,NA
"1517",913688,"BBB+2014J","subpage",NA,NA
"1518",913481,"BBB+2014J","oucontent",6,6
"1519",937835,"BBB+2014J","resource",NA,NA
"1520",913515,"BBB+2014J","oucontent",NA,NA
"1521",913610,"BBB+2014J","resource",NA,NA
"1522",913644,"BBB+2014J","resource",NA,NA
"1523",913684,"BBB+2014J","resource",NA,NA
"1524",913477,"BBB+2014J","oucontent",2,2
"1525",937832,"BBB+2014J","resource",NA,NA
"1526",913512,"BBB+2014J","oucontent",NA,NA
"1527",1010038,"BBB+2014J","quiz",NA,NA
"1528",913607,"BBB+2014J","resource",NA,NA
"1529",913641,"BBB+2014J","resource",NA,NA
"1530",913681,"BBB+2014J","resource",9,9
"1531",913474,"BBB+2014J","oucontent",2,2
"1532",937829,"BBB+2014J","oucontent",NA,NA
"1533",913509,"BBB+2014J","oucontent",NA,NA
"1534",989841,"BBB+2014J","questionnaire",NA,NA
"1535",913604,"BBB+2014J","resource",NA,NA
"1536",913638,"BBB+2014J","resource",NA,NA
"1537",913678,"BBB+2014J","resource",NA,NA
"1538",913466,"BBB+2014J","forumng",NA,NA
"1539",926337,"BBB+2014J","resource",NA,NA
"1540",913506,"BBB+2014J","oucontent",NA,NA
"1541",987931,"BBB+2014J","quiz",NA,NA
"1542",913601,"BBB+2014J","resource",NA,NA
"1543",913633,"BBB+2014J","resource",NA,NA
"1544",913675,"BBB+2014J","resource",NA,NA
"1545",926334,"BBB+2014J","resource",NA,NA
"1546",913503,"BBB+2014J","oucontent",NA,NA
"1547",957624,"BBB+2014J","questionnaire",NA,NA
"1548",913630,"BBB+2014J","resource",NA,NA
"1549",913671,"BBB+2014J","resource",NA,NA
"1550",926331,"BBB+2014J","oucontent",NA,NA
"1551",913500,"BBB+2014J","oucontent",NA,NA
"1552",951622,"BBB+2014J","resource",NA,NA
"1553",913534,"BBB+2014J","oucontent",2,2
"1554",913627,"BBB+2014J","resource",NA,NA
"1555",913668,"BBB+2014J","resource",NA,NA
"1556",926328,"BBB+2014J","oucontent",NA,NA
"1557",913496,"BBB+2014J","oucontent",NA,NA
"1558",949686,"BBB+2014J","subpage",NA,NA
"1559",951619,"BBB+2014J","resource",NA,NA
"1560",913530,"BBB+2014J","oucontent",NA,NA
"1561",913624,"BBB+2014J","resource",NA,NA
"1562",913665,"BBB+2014J","resource",NA,NA
"1563",913740,"BBB+2014J","url",3,3
"1564",913493,"BBB+2014J","oucontent",NA,NA
"1565",946094,"BBB+2014J","oucontent",NA,NA
"1566",949689,"BBB+2014J","url",NA,NA
"1567",913526,"BBB+2014J","oucontent",NA,NA
"1568",730032,"CCC+2014B","subpage",NA,NA
"1569",730068,"CCC+2014B","resource",NA,NA
"1570",729677,"CCC+2014B","forumng",NA,NA
"1571",730100,"CCC+2014B","resource",NA,NA
"1572",729804,"CCC+2014B","oucontent",NA,NA
"1573",923834,"CCC+2014B","forumng",NA,NA
"1574",729838,"CCC+2014B","oucontent",NA,NA
"1575",730029,"CCC+2014B","subpage",NA,NA
"1576",730065,"CCC+2014B","resource",NA,NA
"1577",729673,"CCC+2014B","forumng",NA,NA
"1578",730097,"CCC+2014B","resource",NA,NA
"1579",729801,"CCC+2014B","oucontent",NA,NA
"1580",730133,"CCC+2014B","url",NA,NA
"1581",729835,"CCC+2014B","oucontent",NA,NA
"1582",730025,"CCC+2014B","subpage",NA,NA
"1583",730062,"CCC+2014B","resource",NA,NA
"1584",730094,"CCC+2014B","resource",NA,NA
"1585",729798,"CCC+2014B","oucontent",NA,NA
"1586",730127,"CCC+2014B","url",NA,NA
"1587",729831,"CCC+2014B","oucontent",NA,NA
"1588",730022,"CCC+2014B","subpage",NA,NA
"1589",730059,"CCC+2014B","resource",NA,NA
"1590",730091,"CCC+2014B","resource",NA,NA
"1591",729795,"CCC+2014B","page",NA,NA
"1592",730124,"CCC+2014B","url",NA,NA
"1593",729828,"CCC+2014B","oucontent",NA,NA
"1594",730019,"CCC+2014B","subpage",NA,NA
"1595",730053,"CCC+2014B","resource",NA,NA
"1596",730088,"CCC+2014B","resource",NA,NA
"1597",729792,"CCC+2014B","quiz",NA,NA
"1598",730121,"CCC+2014B","url",NA,NA
"1599",729825,"CCC+2014B","oucontent",NA,NA
"1600",730016,"CCC+2014B","subpage",NA,NA
"1601",730050,"CCC+2014B","resource",NA,NA
"1602",730085,"CCC+2014B","resource",NA,NA
"1603",729789,"CCC+2014B","quiz",NA,NA
"1604",730117,"CCC+2014B","resource",NA,NA
"1605",729822,"CCC+2014B","oucontent",NA,NA
"1606",730013,"CCC+2014B","subpage",NA,NA
"1607",730047,"CCC+2014B","resource",NA,NA
"1608",730082,"CCC+2014B","resource",NA,NA
"1609",729786,"CCC+2014B","quiz",NA,NA
"1610",730114,"CCC+2014B","resource",NA,NA
"1611",729819,"CCC+2014B","oucontent",1,2
"1612",730010,"CCC+2014B","subpage",NA,NA
"1613",730044,"CCC+2014B","resource",NA,NA
"1614",730079,"CCC+2014B","resource",NA,NA
"1615",729783,"CCC+2014B","quiz",NA,NA
"1616",730111,"CCC+2014B","resource",NA,NA
"1617",729816,"CCC+2014B","oucontent",NA,NA
"1618",730006,"CCC+2014B","subpage",NA,NA
"1619",730041,"CCC+2014B","resource",NA,NA
"1620",730076,"CCC+2014B","resource",NA,NA
"1621",729780,"CCC+2014B","quiz",NA,NA
"1622",730108,"CCC+2014B","resource",NA,NA
"1623",729812,"CCC+2014B","oucontent",NA,NA
"1624",729843,"CCC+2014B","oucontent",NA,NA
"1625",730038,"CCC+2014B","resource",NA,NA
"1626",730073,"CCC+2014B","resource",NA,NA
"1627",729779,"CCC+2014B","quiz",NA,NA
"1628",730105,"CCC+2014B","resource",NA,NA
"1629",729809,"CCC+2014B","oucontent",NA,NA
"1630",729840,"CCC+2014B","oucontent",NA,NA
"1631",730034,"CCC+2014B","subpage",NA,NA
"1632",730070,"CCC+2014B","resource",NA,NA
"1633",729680,"CCC+2014B","forumng",NA,NA
"1634",730102,"CCC+2014B","resource",NA,NA
"1635",729806,"CCC+2014B","oucontent",NA,NA
"1636",730031,"CCC+2014B","subpage",NA,NA
"1637",730067,"CCC+2014B","resource",NA,NA
"1638",729676,"CCC+2014B","forumng",NA,NA
"1639",730099,"CCC+2014B","resource",NA,NA
"1640",729803,"CCC+2014B","oucontent",NA,NA
"1641",730135,"CCC+2014B","url",NA,NA
"1642",729837,"CCC+2014B","oucontent",NA,NA
"1643",730028,"CCC+2014B","subpage",NA,NA
"1644",730064,"CCC+2014B","resource",NA,NA
"1645",729671,"CCC+2014B","homepage",NA,NA
"1646",730096,"CCC+2014B","resource",NA,NA
"1647",729800,"CCC+2014B","oucontent",NA,NA
"1648",730132,"CCC+2014B","url",NA,NA
"1649",729834,"CCC+2014B","oucontent",NA,NA
"1650",730024,"CCC+2014B","subpage",NA,NA
"1651",730061,"CCC+2014B","resource",NA,NA
"1652",730093,"CCC+2014B","resource",NA,NA
"1653",729797,"CCC+2014B","oucontent",1,2
"1654",730126,"CCC+2014B","url",NA,NA
"1655",729830,"CCC+2014B","oucontent",NA,NA
"1656",730021,"CCC+2014B","subpage",NA,NA
"1657",730057,"CCC+2014B","resource",NA,NA
"1658",730090,"CCC+2014B","resource",NA,NA
"1659",729794,"CCC+2014B","quiz",NA,NA
"1660",730123,"CCC+2014B","url",NA,NA
"1661",729827,"CCC+2014B","oucontent",NA,NA
"1662",730018,"CCC+2014B","subpage",NA,NA
"1663",730052,"CCC+2014B","resource",NA,NA
"1664",730087,"CCC+2014B","resource",NA,NA
"1665",729791,"CCC+2014B","quiz",NA,NA
"1666",730120,"CCC+2014B","url",NA,NA
"1667",729824,"CCC+2014B","oucontent",NA,NA
"1668",730015,"CCC+2014B","subpage",NA,NA
"1669",730049,"CCC+2014B","resource",NA,NA
"1670",730084,"CCC+2014B","resource",NA,NA
"1671",729788,"CCC+2014B","quiz",NA,NA
"1672",730116,"CCC+2014B","resource",NA,NA
"1673",729821,"CCC+2014B","oucontent",NA,NA
"1674",730012,"CCC+2014B","subpage",NA,NA
"1675",730046,"CCC+2014B","resource",NA,NA
"1676",730081,"CCC+2014B","resource",NA,NA
"1677",729785,"CCC+2014B","quiz",NA,NA
"1678",730113,"CCC+2014B","resource",NA,NA
"1679",729818,"CCC+2014B","oucontent",NA,NA
"1680",730008,"CCC+2014B","subpage",NA,NA
"1681",730043,"CCC+2014B","resource",NA,NA
"1682",730078,"CCC+2014B","resource",NA,NA
"1683",729782,"CCC+2014B","quiz",NA,NA
"1684",730110,"CCC+2014B","resource",NA,NA
"1685",729815,"CCC+2014B","oucontent",NA,NA
"1686",729845,"CCC+2014B","oucontent",NA,NA
"1687",730040,"CCC+2014B","resource",NA,NA
"1688",730075,"CCC+2014B","resource",NA,NA
"1689",730107,"CCC+2014B","resource",NA,NA
"1690",729811,"CCC+2014B","oucontent",NA,NA
"1691",729842,"CCC+2014B","oucontent",NA,NA
"1692",730037,"CCC+2014B","resource",NA,NA
"1693",730072,"CCC+2014B","resource",NA,NA
"1694",729683,"CCC+2014B","forumng",NA,NA
"1695",730104,"CCC+2014B","resource",NA,NA
"1696",729808,"CCC+2014B","oucontent",NA,NA
"1697",730033,"CCC+2014B","subpage",NA,NA
"1698",730069,"CCC+2014B","resource",NA,NA
"1699",729678,"CCC+2014B","forumng",NA,NA
"1700",730101,"CCC+2014B","resource",NA,NA
"1701",729805,"CCC+2014B","oucontent",NA,NA
"1702",923835,"CCC+2014B","oucollaborate",NA,NA
"1703",729839,"CCC+2014B","oucontent",NA,NA
"1704",730030,"CCC+2014B","subpage",NA,NA
"1705",730066,"CCC+2014B","resource",NA,NA
"1706",729674,"CCC+2014B","forumng",NA,NA
"1707",730098,"CCC+2014B","resource",NA,NA
"1708",729802,"CCC+2014B","oucontent",NA,NA
"1709",730134,"CCC+2014B","url",NA,NA
"1710",729836,"CCC+2014B","oucontent",NA,NA
"1711",730027,"CCC+2014B","subpage",NA,NA
"1712",730063,"CCC+2014B","resource",NA,NA
"1713",730095,"CCC+2014B","resource",NA,NA
"1714",729799,"CCC+2014B","oucontent",NA,NA
"1715",730130,"CCC+2014B","url",NA,NA
"1716",729833,"CCC+2014B","oucontent",NA,NA
"1717",730023,"CCC+2014B","subpage",NA,NA
"1718",730060,"CCC+2014B","resource",NA,NA
"1719",730092,"CCC+2014B","resource",NA,NA
"1720",729796,"CCC+2014B","page",NA,NA
"1721",730125,"CCC+2014B","url",NA,NA
"1722",729829,"CCC+2014B","oucontent",NA,NA
"1723",730020,"CCC+2014B","subpage",NA,NA
"1724",730054,"CCC+2014B","resource",NA,NA
"1725",730089,"CCC+2014B","resource",NA,NA
"1726",729793,"CCC+2014B","quiz",NA,NA
"1727",730122,"CCC+2014B","url",NA,NA
"1728",729826,"CCC+2014B","oucontent",NA,NA
"1729",730017,"CCC+2014B","subpage",NA,NA
"1730",730051,"CCC+2014B","resource",NA,NA
"1731",730086,"CCC+2014B","resource",NA,NA
"1732",729790,"CCC+2014B","quiz",NA,NA
"1733",730118,"CCC+2014B","oucollaborate",NA,NA
"1734",729823,"CCC+2014B","oucontent",NA,NA
"1735",730014,"CCC+2014B","subpage",NA,NA
"1736",730048,"CCC+2014B","resource",NA,NA
"1737",730083,"CCC+2014B","resource",NA,NA
"1738",729787,"CCC+2014B","quiz",NA,NA
"1739",730115,"CCC+2014B","resource",NA,NA
"1740",729820,"CCC+2014B","oucontent",NA,NA
"1741",730011,"CCC+2014B","subpage",NA,NA
"1742",730045,"CCC+2014B","resource",NA,NA
"1743",730080,"CCC+2014B","resource",NA,NA
"1744",729784,"CCC+2014B","quiz",NA,NA
"1745",730112,"CCC+2014B","resource",NA,NA
"1746",729817,"CCC+2014B","oucontent",NA,NA
"1747",730007,"CCC+2014B","subpage",NA,NA
"1748",730042,"CCC+2014B","resource",NA,NA
"1749",730077,"CCC+2014B","resource",NA,NA
"1750",729781,"CCC+2014B","quiz",NA,NA
"1751",730109,"CCC+2014B","resource",NA,NA
"1752",729813,"CCC+2014B","oucontent",5,7
"1753",729844,"CCC+2014B","oucontent",3,4
"1754",730039,"CCC+2014B","resource",NA,NA
"1755",730074,"CCC+2014B","resource",NA,NA
"1756",730106,"CCC+2014B","resource",NA,NA
"1757",729810,"CCC+2014B","oucontent",8,9
"1758",729841,"CCC+2014B","oucontent",NA,NA
"1759",730035,"CCC+2014B","subpage",NA,NA
"1760",730071,"CCC+2014B","resource",NA,NA
"1761",729682,"CCC+2014B","forumng",NA,NA
"1762",730103,"CCC+2014B","resource",NA,NA
"1763",729807,"CCC+2014B","oucontent",NA,NA
"1764",909016,"CCC+2014J","forumng",NA,NA
"1765",909326,"CCC+2014J","resource",NA,NA
"1766",909059,"CCC+2014J","oucontent",NA,NA
"1767",942322,"CCC+2014J","subpage",NA,NA
"1768",909093,"CCC+2014J","quiz",NA,NA
"1769",909252,"CCC+2014J","subpage",NA,NA
"1770",909294,"CCC+2014J","resource",NA,NA
"1771",909013,"CCC+2014J","homepage",NA,NA
"1772",909323,"CCC+2014J","resource",NA,NA
"1773",909056,"CCC+2014J","oucontent",NA,NA
"1774",937763,"CCC+2014J","resource",NA,NA
"1775",909090,"CCC+2014J","quiz",NA,NA
"1776",909249,"CCC+2014J","subpage",NA,NA
"1777",909291,"CCC+2014J","resource",NA,NA
"1778",909320,"CCC+2014J","resource",NA,NA
"1779",909053,"CCC+2014J","oucontent",NA,NA
"1780",937760,"CCC+2014J","resource",NA,NA
"1781",909087,"CCC+2014J","quiz",NA,NA
"1782",1072252,"CCC+2014J","forumng",NA,NA
"1783",909246,"CCC+2014J","subpage",NA,NA
"1784",909288,"CCC+2014J","resource",NA,NA
"1785",909317,"CCC+2014J","resource",NA,NA
"1786",909050,"CCC+2014J","oucontent",NA,NA
"1787",937757,"CCC+2014J","resource",NA,NA
"1788",909083,"CCC+2014J","oucontent",NA,NA
"1789",1046237,"CCC+2014J","resource",NA,NA
"1790",909243,"CCC+2014J","subpage",NA,NA
"1791",909285,"CCC+2014J","resource",NA,NA
"1792",909314,"CCC+2014J","resource",NA,NA
"1793",909045,"CCC+2014J","oucontent",NA,NA
"1794",937754,"CCC+2014J","resource",NA,NA
"1795",909080,"CCC+2014J","oucontent",NA,NA
"1796",1042374,"CCC+2014J","resource",NA,NA
"1797",909240,"CCC+2014J","subpage",NA,NA
"1798",909282,"CCC+2014J","resource",NA,NA
"1799",909311,"CCC+2014J","resource",NA,NA
"1800",909042,"CCC+2014J","oucontent",NA,NA
"1801",909349,"CCC+2014J","url",NA,NA
"1802",909077,"CCC+2014J","oucontent",3,4
"1803",1016724,"CCC+2014J","url",NA,NA
"1804",909236,"CCC+2014J","subpage",NA,NA
"1805",909275,"CCC+2014J","resource",NA,NA
"1806",909308,"CCC+2014J","resource",NA,NA
"1807",909039,"CCC+2014J","oucontent",NA,NA
"1808",909345,"CCC+2014J","url",NA,NA
"1809",909074,"CCC+2014J","oucontent",NA,NA
"1810",1011840,"CCC+2014J","url",NA,NA
"1811",909233,"CCC+2014J","subpage",NA,NA
"1812",909272,"CCC+2014J","resource",NA,NA
